ISBN,Month,Year,In-Person Sales,Online Sales,Wholesale Sales,Total Sales,Average Price,Total Revenue,Returns,Net Sales
9780820328485,Jul,2025,41,47,12,100,$17.34,"$1,733.83",2,98
9781916222014,Jul,2025,47,52,14,113,$20.77,"$2,346.67",3,110
9780062695208,Jul,2025,91,93,34,218,$22.31,"$4,863.14",5,213
9781565073340,Jul,2025,41,45,16,102,$15.45,"$1,576.21",2,100
9780945575337,Jul,2025,85,86,19,190,$18.60,"$3,534.84",5,185
9780451476029,Jul,2025,55,78,27,160,$23.88,"$3,821.16",7,153
9780439895767,Jul,2025,52,68,14,134,$12.88,"$1,725.87",4,130
9780156030670,Jul,2025,88,100,39,227,$22.93,"$5,205.68",9,218
9780994667977,Jul,2025,61,94,34,189,$20.35,"$3,845.92",7,182
9780994667946,Jul,2025,54,58,27,139,$21.01,"$2,920.65",5,134
9788983140678,Jul,2025,53,77,19,149,$19.88,"$2,961.86",4,145
9780060534059,Jul,2025,42,55,19,116,$14.66,"$1,701.10",4,112
9781406553420,Jul,2025,91,103,39,233,$21.29,"$4,959.69",10,223
9780141186177,Jul,2025,64,102,26,192,$11.41,"$2,191.02",5,187
9781568653433,Jul,2025,43,64,14,121,$14.69,"$1,777.28",4,117
9780440226765,Jul,2025,50,50,10,110,$19.71,"$2,168.13",5,105
9780679720768,Jul,2025,65,116,38,219,$24.91,"$5,454.34",10,209
9781843910671,Jul,2025,81,95,22,198,$23.46,"$4,645.13",5,193
9780811214575,Jul,2025,94,123,38,255,$11.07,"$2,822.77",12,243
9780385736176,Jul,2025,38,63,16,117,$24.49,"$2,865.48",4,113
9780099910107,Jul,2025,109,109,30,248,$24.55,"$6,088.46",8,240
9780312352561,Jul,2025,81,70,33,184,$22.58,"$4,155.62",3,181
9780140158618,Jul,2025,54,88,33,175,$12.91,"$2,258.76",8,167
9780425135778,Jul,2025,29,34,9,72,$22.77,"$1,639.13",2,70
9780890843796,Jul,2025,47,48,11,106,$11.26,"$1,193.63",4,102
9780553582024,Jul,2025,71,102,36,209,$19.34,"$4,041.91",6,203
9780684842486,Jul,2025,69,95,37,201,$11.46,"$2,303.23",4,197
9781595140470,Jul,2025,71,102,21,194,$17.71,"$3,435.93",7,187
9780718179847,Jul,2025,36,46,14,96,$22.00,"$2,111.95",2,94
9781594201783,Jul,2025,77,75,29,181,$24.41,"$4,417.84",8,173
9780060509286,Jul,2025,61,96,32,189,$19.72,"$3,727.50",4,185
9781423127185,Jul,2025,58,80,19,157,$14.32,"$2,247.53",5,152
9780143037248,Jul,2025,41,76,25,142,$21.40,"$3,038.40",3,139
9780892960231,Jul,2025,50,65,18,133,$16.47,"$2,190.29",3,130
9781557092748,Jul,2025,64,81,22,167,$15.47,"$2,583.13",6,161
9780312989477,Jul,2025,48,74,22,144,$14.43,"$2,077.76",5,139
9780805000320,Jul,2025,37,53,10,100,$22.02,"$2,202.49",3,97
9780451450968,Jul,2025,46,56,13,115,$24.24,"$2,787.16",4,111
9781400030651,Jul,2025,57,88,20,165,$24.96,"$4,119.07",6,159
9780999277621,Jul,2025,55,85,18,158,$24.29,"$3,837.63",3,155
9780060593315,Jul,2025,24,33,7,64,$23.68,"$1,515.59",2,62
9781416948285,Jul,2025,87,92,35,214,$19.24,"$4,116.96",10,204
9780812515282,Jul,2025,35,50,17,102,$14.68,"$1,496.94",2,100
9780072824827,Jul,2025,64,66,18,148,$21.20,"$3,137.73",4,144
9780060788193,Jul,2025,26,40,7,73,$21.14,"$1,542.94",1,72
9781929774067,Jul,2025,91,100,33,224,$14.40,"$3,224.57",8,216
9780007219612,Jul,2025,67,71,24,162,$24.71,"$4,003.82",7,155
9780505525307,Jul,2025,74,74,30,178,$16.41,"$2,921.05",5,173
9780879516819,Jul,2025,44,61,15,120,$24.60,"$2,951.61",2,118
9780451230850,Jul,2025,88,93,29,210,$12.13,"$2,548.31",4,206
9781929974016,Jul,2025,44,62,16,122,$22.44,"$2,738.23",3,119
9781536800210,Jul,2025,110,92,23,225,$18.43,"$4,145.70",5,220
9780316176538,Jul,2025,30,57,18,105,$17.71,"$1,859.92",2,103
9781612182025,Jul,2025,51,73,17,141,$11.33,"$1,597.64",6,135
9780312349950,Jul,2025,72,103,20,195,$22.04,"$4,298.00",4,191
9781405293181,Jul,2025,30,38,13,81,$16.76,"$1,357.81",1,80
9780375862298,Jul,2025,30,45,17,92,$20.00,"$1,839.59",2,90
9780006485261,Jul,2025,52,65,15,132,$14.88,"$1,963.85",4,128
9781400030026,Jul,2025,49,91,29,169,$14.04,"$2,373.11",5,164
9780151365043,Jul,2025,42,44,11,97,$15.28,"$1,482.53",3,94
9780805095302,Jul,2025,87,116,32,235,$16.59,"$3,898.08",7,228
9780375856488,Jul,2025,40,63,23,126,$22.54,"$2,840.28",6,120
9780802137982,Jul,2025,29,30,7,66,$24.05,"$1,587.42",2,64
9780609803875,Jul,2025,57,73,18,148,$17.48,"$2,587.23",3,145
9780385262187,Jul,2025,78,98,26,202,$23.97,"$4,841.21",4,198
9780316089517,Aug,2025,49,75,18,142,$12.24,"$1,738.70",3,139
9781846057885,Aug,2025,79,105,40,224,$18.99,"$4,253.95",4,220
9780316159784,Aug,2025,55,75,22,152,$11.35,"$1,725.58",4,148
9780316036986,Aug,2025,65,104,20,189,$24.50,"$4,631.33",7,182
9780747266921,Aug,2025,38,48,13,99,$12.71,"$1,258.68",4,95
9780099544036,Aug,2025,55,73,20,148,$22.85,"$3,382.36",4,144
9780446696586,Aug,2025,51,65,16,132,$15.82,"$2,088.61",2,130
9781846054723,Aug,2025,77,133,44,254,$21.93,"$5,571.46",9,245
9780316420273,Aug,2025,112,119,33,264,$14.32,"$3,781.53",8,256
9780316120555,Aug,2025,92,101,21,214,$16.05,"$3,435.70",4,210
9780446611213,Aug,2025,22,35,12,69,$14.99,"$1,034.29",2,67
9780446696616,Aug,2025,70,106,32,208,$14.90,"$3,099.77",9,199
9780446619035,Aug,2025,65,73,24,162,$23.65,"$3,831.21",6,156
9780316070621,Aug,2025,90,95,38,223,$13.35,"$2,978.07",8,215
9780316274029,Aug,2025,71,87,26,184,$16.95,"$3,119.33",4,180
9780316117364,Aug,2025,51,61,16,128,$23.78,"$3,043.69",6,122
9780316211178,Aug,2025,39,45,15,99,$22.26,"$2,203.38",3,96
9780316207560,Aug,2025,52,86,24,162,$19.32,"$3,129.35",4,158
9780446692656,Aug,2025,51,73,14,138,$11.02,"$1,520.88",6,132
9780755300204,Aug,2025,104,104,30,238,$11.44,"$2,722.06",8,230
9780446613361,Aug,2025,86,89,27,202,$20.73,"$4,187.09",5,197
9780316002929,Aug,2025,37,39,11,87,$22.24,"$1,934.89",4,83
9780316024754,Aug,2025,32,49,16,97,$22.66,"$2,197.89",2,95
9780316036184,Aug,2025,56,72,23,151,$12.71,"$1,918.46",5,146
9780446610223,Aug,2025,109,121,42,272,$22.53,"$6,127.81",13,259
9780446613354,Aug,2025,57,85,24,166,$24.23,"$4,022.52",5,161
9780446692632,Aug,2025,92,118,30,240,$15.40,"$3,695.90",11,229
9780316405348,Aug,2025,78,71,30,179,$11.60,"$2,075.64",5,174
9780446603928,Aug,2025,35,43,11,89,$23.36,"$2,079.43",3,86
9780446696630,Aug,2025,52,68,18,138,$17.70,"$2,442.51",5,133
9780316024648,Aug,2025,22,30,13,65,$11.41,$741.48,3,62
9780316097390,Aug,2025,52,69,21,142,$24.98,"$3,547.37",5,137
9780316096157,Aug,2025,50,63,11,124,$21.39,"$2,652.84",5,119
9780446545242,Aug,2025,24,29,8,61,$16.35,$997.25,1,60
9780316101875,Aug,2025,73,99,28,200,$20.69,"$4,137.99",8,192
9781585004782,Aug,2025,53,77,31,161,$20.05,"$3,227.83",5,156
9780316014793,Aug,2025,76,96,20,192,$13.41,"$2,575.33",5,187
9780316431316,Aug,2025,33,38,10,81,$20.94,"$1,695.85",3,78
9780316523967,Aug,2025,40,58,23,121,$16.14,"$1,952.71",4,117
9780316101844,Aug,2025,92,113,29,234,$24.49,"$5,730.86",8,226
9780446609401,Aug,2025,40,43,9,92,$13.76,"$1,266.22",2,90
9780316018784,Aug,2025,43,43,18,104,$15.56,"$1,617.97",3,101
9780316014779,Aug,2025,79,108,23,210,$12.72,"$2,670.80",4,206
9780316097468,Aug,2025,90,104,41,235,$23.64,"$5,556.34",4,231
9780316159791,Aug,2025,25,41,8,74,$14.11,"$1,044.02",3,71
9780316128520,Aug,2025,51,91,22,164,$13.26,"$2,175.17",3,161
9780316036191,Aug,2025,97,122,27,246,$13.97,"$3,437.68",9,237
9780316018746,Aug,2025,73,107,32,212,$22.30,"$4,728.35",5,207
9780316206938,Aug,2025,69,126,22,217,$15.57,"$3,379.56",8,209
9780316018708,Aug,2025,85,122,28,235,$12.27,"$2,884.53",9,226
9780316013932,Aug,2025,58,68,23,149,$13.24,"$1,972.85",3,146
9780446617796,Aug,2025,45,76,26,147,$15.05,"$2,211.90",4,143
9781846058295,Aug,2025,32,57,15,104,$23.44,"$2,438.22",3,101
9780316101912,Aug,2025,23,38,8,69,$12.06,$832.17,2,67
9780446605489,Aug,2025,30,46,17,93,$21.26,"$1,977.61",3,90
9780316002868,Aug,2025,67,109,37,213,$24.48,"$5,213.90",8,205
9780316017701,Aug,2025,69,81,20,170,$12.03,"$2,045.17",8,162
9781780895215,Aug,2025,75,76,28,179,$23.49,"$4,205.27",8,171
9780446608817,Aug,2025,92,131,37,260,$15.38,"$3,999.68",7,253
9780316014502,Aug,2025,33,48,10,91,$11.02,"$1,002.63",3,88
9780316002899,Aug,2025,77,104,31,212,$17.27,"$3,662.00",7,205
9780446612548,Aug,2025,46,69,21,136,$17.83,"$2,425.33",5,131
9780446613378,Aug,2025,24,35,13,72,$15.39,"$1,108.16",1,71
9780316155601,Aug,2025,23,38,11,72,$20.00,"$1,440.33",3,69
9780316224185,Aug,2025,98,93,32,223,$17.56,"$3,915.75",8,215
9780316036221,Aug,2025,39,64,22,125,$11.24,"$1,404.79",6,119
9780316405935,Aug,2025,48,57,15,120,$13.45,"$1,613.82",5,115
9781594831119,Aug,2025,85,98,26,209,$15.23,"$3,183.35",7,202
9780446613347,Aug,2025,31,34,8,73,$22.56,"$1,647.22",2,71
9780316207508,Aug,2025,74,80,34,188,$21.19,"$3,982.89",4,184
9780316013949,Aug,2025,38,52,19,109,$15.63,"$1,703.34",2,107
9780316206716,Aug,2025,23,31,12,66,$19.59,"$1,293.19",2,64
9780099544067,Aug,2025,39,38,10,87,$20.56,"$1,788.65",4,83
9780446676434,Aug,2025,24,28,10,62,$17.62,"$1,092.48",2,60
9780446677387,Aug,2025,35,51,12,98,$21.32,"$2,088.94",2,96
9780446617611,Aug,2025,61,108,20,189,$13.44,"$2,540.00",6,183
9780446611084,Aug,2025,80,79,21,180,$14.73,"$2,651.68",3,177
9780316273497,Aug,2025,95,139,26,260,$17.46,"$4,538.90",12,248
9780316561365,Aug,2025,21,38,9,68,$24.33,"$1,654.14",1,67
9780759529519,Aug,2025,37,42,13,92,$24.58,"$2,261.38",1,91
9780759529700,Aug,2025,58,57,24,139,$14.33,"$1,991.89",6,133
9780759529687,Aug,2025,69,91,20,180,$18.95,"$3,411.86",3,177
9780759529694,Aug,2025,50,65,27,142,$17.37,"$2,467.14",4,138
9780439023481,Aug,2025,39,47,10,96,$19.28,"$1,851.06",1,95
9780439023498,Aug,2025,95,110,45,250,$24.73,"$6,183.26",11,239
9780439791465,Aug,2025,66,78,32,176,$12.19,"$2,146.11",7,169
9780545265355,Aug,2025,63,88,18,169,$13.77,"$2,326.65",6,163
9780545067485,Aug,2025,59,70,16,145,$22.20,"$3,219.44",4,141
9780439771344,Aug,2025,80,78,30,188,$12.44,"$2,339.63",3,185
9780439791434,Aug,2025,26,31,12,69,$15.80,"$1,090.27",2,67
9780439656245,Aug,2025,49,62,17,128,$16.42,"$2,101.14",5,123
9780439023511,Aug,2025,46,61,19,126,$24.52,"$3,089.99",3,123
9780439650762,Aug,2025,28,38,14,80,$22.41,"$1,793.12",1,79
9780575082526,Aug,2025,57,63,16,136,$19.61,"$2,666.89",5,131
9780575127647,Aug,2025,82,132,23,237,$18.39,"$4,357.38",6,231
9780385343336,Aug,2025,101,114,24,239,$20.65,"$4,934.68",10,229
9781616955601,Aug,2025,43,46,15,104,$11.74,"$1,221.09",3,101
9780062795250,Aug,2025,111,136,47,294,$13.99,"$4,112.31",7,287
9781616956936,Aug,2025,92,125,29,246,$14.75,"$3,628.49",10,236
9780062457790,Aug,2025,73,96,25,194,$18.30,"$3,549.60",4,190
9780486452913,Aug,2025,81,107,19,207,$20.80,"$4,305.68",6,201
9780553585971,Aug,2025,88,97,20,205,$18.09,"$3,709.09",8,197
9781451645347,Aug,2025,55,54,15,124,$16.88,"$2,093.53",3,121
9781416541448,Aug,2025,69,79,29,177,$21.25,"$3,761.11",8,169
9781439137291,Aug,2025,71,72,19,162,$14.38,"$2,328.86",5,157
9781416541455,Aug,2025,30,46,13,89,$16.71,"$1,487.53",2,87
9781439137307,Aug,2025,26,34,15,75,$19.10,"$1,432.68",3,72
9780345459206,Aug,2025,104,131,33,268,$20.66,"$5,536.51",7,261
9780061257094,Aug,2025,104,124,45,273,$24.09,"$6,576.49",9,264
9780345472441,Aug,2025,45,54,16,115,$13.90,"$1,598.99",2,113
9780393310757,Aug,2025,71,128,26,225,$18.94,"$4,261.35",5,220
9780393312850,Aug,2025,63,84,21,168,$21.07,"$3,540.44",5,163
9780393311631,Aug,2025,66,76,14,156,$18.69,"$2,916.04",7,149
9781852423230,Aug,2025,65,95,25,185,$15.44,"$2,855.93",8,177
9781401233792,Aug,2025,85,102,25,212,$23.38,"$4,955.55",8,204
9781595145192,Aug,2025,37,42,14,93,$18.57,"$1,727.30",3,90
9780994664112,Aug,2025,94,93,30,217,$12.01,"$2,607.15",7,210
9780994664150,Aug,2025,61,73,31,165,$18.41,"$3,037.84",4,161
9780998471426,Aug,2025,40,38,10,88,$22.71,"$1,998.42",3,85
9780992244613,Aug,2025,95,88,29,212,$16.98,"$3,599.38",8,204
9781250168450,Aug,2025,25,34,12,71,$19.75,"$1,402.27",3,68
9781250254399,Aug,2025,40,52,14,106,$21.16,"$2,242.86",4,102
9781591794677,Aug,2025,39,46,15,100,$19.93,"$1,992.63",3,97
9781903015292,Aug,2025,80,106,46,232,$13.83,"$3,207.81",4,228
9780152045708,Aug,2025,78,75,26,179,$12.42,"$2,223.13",4,175
9780486264684,Aug,2025,28,29,12,69,$18.11,"$1,249.85",2,67
9780140447965,Aug,2025,68,83,29,180,$19.20,"$3,455.86",6,174
9780441805907,Aug,2025,24,35,13,72,$20.04,"$1,442.81",2,70
9781407186788,Aug,2025,75,96,35,206,$24.32,"$5,008.95",4,202
9781613125342,Aug,2025,72,86,26,184,$18.36,"$3,378.91",7,177
9780997687415,Aug,2025,100,138,28,266,$20.38,"$5,420.78",6,260
9781419719097,Aug,2025,72,115,38,225,$17.65,"$3,971.02",10,215
9781613128794,Aug,2025,97,90,34,221,$21.93,"$4,845.61",5,216
9781419704284,Aug,2025,74,99,42,215,$18.36,"$3,948.10",10,205
9780451200181,Aug,2025,62,82,19,163,$19.54,"$3,185.09",6,157
9780007111459,Aug,2025,93,110,30,233,$13.62,"$3,174.00",5,228
9780062251671,Aug,2025,99,133,29,261,$14.44,"$3,769.97",9,252
9781572702844,Aug,2025,79,115,29,223,$17.69,"$3,944.55",6,217
9780007113804,Aug,2025,50,65,13,128,$15.79,"$2,020.49",4,124
9780007120864,Aug,2025,61,73,20,154,$19.67,"$3,029.81",6,148
9780425093252,Aug,2025,21,28,7,56,$21.63,"$1,211.32",1,55
9780006499503,Aug,2025,98,134,30,262,$24.13,"$6,323.18",10,252
9780451199928,Aug,2025,94,81,25,200,$14.99,"$2,998.22",5,195
9780425205976,Aug,2025,49,67,15,131,$20.63,"$2,702.39",4,127
9780886462475,Aug,2025,49,79,26,154,$18.82,"$2,898.08",6,148
9780451199867,Aug,2025,55,68,18,141,$17.19,"$2,423.73",4,137
9781579126285,Aug,2025,105,100,35,240,$13.21,"$3,170.38",9,231
9780425135884,Aug,2025,30,26,10,66,$22.60,"$1,491.54",1,65
9780006490456,Aug,2025,69,116,22,207,$12.29,"$2,543.01",5,202
9780007119301,Aug,2025,72,130,39,241,$18.50,"$4,458.78",10,231
9780517309766,Aug,2025,89,104,35,228,$14.77,"$3,368.27",9,219
9780007171170,Aug,2025,73,84,32,189,$11.51,"$2,174.51",5,184
9781579126261,Aug,2025,60,74,22,156,$18.60,"$2,901.58",7,149
9780006499626,Aug,2025,47,76,17,140,$22.67,"$3,173.68",4,136
9781579126254,Aug,2025,40,35,10,85,$15.78,"$1,341.15",3,82
9781572705647,Aug,2025,42,47,18,107,$17.24,"$1,844.59",3,104
9780312975128,Aug,2025,105,125,21,251,$22.71,"$5,699.40",6,245
9781572707313,Aug,2025,79,73,19,171,$24.87,"$4,253.50",5,166
9780312979829,Aug,2025,57,90,34,181,$23.81,"$4,310.09",4,177
9780451201188,Aug,2025,50,68,25,143,$14.85,"$2,123.80",4,139
9780425100417,Aug,2025,62,71,17,150,$23.80,"$3,569.50",5,145
9781579126933,Aug,2025,73,84,28,185,$24.38,"$4,510.32",8,177
9780007119318,Aug,2025,40,54,15,109,$14.40,"$1,569.61",3,106
9781572704572,Aug,2025,36,51,11,98,$18.45,"$1,808.50",2,96
9780007136858,Aug,2025,70,84,28,182,$24.15,"$4,394.94",7,175
9780007121021,Aug,2025,50,71,23,144,$18.32,"$2,638.27",5,139
9780921111498,Aug,2025,57,109,27,193,$14.45,"$2,788.68",8,185
9780007120697,Aug,2025,46,52,22,120,$23.76,"$2,851.80",5,115
9780007120987,Aug,2025,29,37,13,79,$11.21,$885.48,1,78
9780007136803,Aug,2025,83,99,22,204,$20.59,"$4,199.46",4,200
9780312981716,Aug,2025,72,120,29,221,$11.19,"$2,472.74",5,216
9780007119356,Aug,2025,66,89,28,183,$18.08,"$3,308.68",5,178
9780007120819,Aug,2025,112,130,46,288,$20.97,"$6,039.33",7,281
9780553119220,Aug,2025,69,74,19,162,$21.97,"$3,558.33",4,158
9780646418438,Aug,2025,81,108,32,221,$15.67,"$3,463.78",10,211
9780312981617,Aug,2025,38,68,19,125,$22.34,"$2,792.12",2,123
9780007122592,Aug,2025,46,72,17,135,$16.70,"$2,254.84",4,131
9781572705470,Aug,2025,53,57,19,129,$16.64,"$2,145.94",6,123
9780007120710,Aug,2025,58,81,19,158,$19.68,"$3,109.26",4,154
9780425205969,Aug,2025,48,43,15,106,$20.81,"$2,205.84",4,102
9780007111503,Aug,2025,87,105,33,225,$11.08,"$2,492.82",10,215
9780007119332,Aug,2025,45,54,13,112,$24.73,"$2,769.55",3,109
9780440196198,Aug,2025,30,42,13,85,$12.33,"$1,048.30",2,83
9780002314572,Aug,2025,50,58,19,127,$16.44,"$2,088.30",4,123
9780007145362,Aug,2025,52,55,14,121,$21.48,"$2,599.06",4,117
9780007120703,Aug,2025,71,95,33,199,$22.16,"$4,409.70",9,190
9780006499473,Aug,2025,69,94,41,204,$14.60,"$2,978.69",8,196
9781579126292,Aug,2025,38,40,15,93,$16.12,"$1,499.48",3,90
9780573616396,Aug,2025,34,36,17,87,$20.02,"$1,742.16",3,84
9781572703858,Aug,2025,37,72,12,121,$20.87,"$2,525.49",2,119
9780007151660,Aug,2025,61,66,17,144,$21.78,"$3,136.27",4,140
9780007120840,Aug,2025,85,85,40,210,$21.78,"$4,573.66",5,205
9780425173749,Aug,2025,43,53,15,111,$12.59,"$1,397.61",3,108
9781579126278,Aug,2025,54,74,17,145,$23.51,"$3,409.52",4,141
9780425067949,Aug,2025,54,84,27,165,$19.47,"$3,212.66",6,159
9780007122585,Aug,2025,46,57,21,124,$14.31,"$1,774.69",3,121
9780425067826,Aug,2025,108,127,21,256,$21.58,"$5,524.16",5,251
9781579126957,Aug,2025,42,53,16,111,$11.12,"$1,234.16",2,109
9780007151677,Aug,2025,35,29,9,73,$13.89,"$1,014.12",3,70
9780312981594,Aug,2025,84,85,21,190,$23.65,"$4,494.29",4,186
9780312981662,Aug,2025,91,91,27,209,$19.13,"$3,998.01",6,203
9780007154821,Aug,2025,62,75,28,165,$14.02,"$2,313.85",6,159
9780006499596,Aug,2025,37,47,9,93,$15.28,"$1,421.18",4,89
9780007120680,Aug,2025,38,61,21,120,$11.26,"$1,350.83",4,116
9780425205952,Aug,2025,62,57,13,132,$20.50,"$2,705.89",4,128
9780312330873,Aug,2025,39,65,22,126,$11.13,"$1,402.57",2,124
9780573014673,Aug,2025,47,66,25,138,$18.78,"$2,591.80",2,136
9780007121106,Aug,2025,56,50,20,126,$13.55,"$1,707.41",4,122
9780582275232,Aug,2025,69,84,26,179,$20.00,"$3,579.11",7,172
9781572703933,Aug,2025,90,96,25,211,$11.77,"$2,483.52",6,205
9780451199904,Aug,2025,80,85,29,194,$19.38,"$3,760.22",4,190
9780007154845,Aug,2025,65,105,30,200,$20.42,"$4,084.65",5,195
9780425173909,Aug,2025,27,36,15,78,$11.49,$895.85,2,76
9781600963940,Aug,2025,44,66,16,126,$17.13,"$2,158.11",3,123
9781579126247,Aug,2025,89,128,28,245,$19.21,"$4,705.67",8,237
9780007274604,Aug,2025,41,76,20,137,$15.53,"$2,128.00",3,134
9788187330424,Aug,2025,90,94,31,215,$20.56,"$4,419.76",5,210
9789963715138,Aug,2025,91,111,21,223,$18.38,"$4,097.77",4,219
9780670019700,Aug,2025,42,46,13,101,$18.56,"$1,874.65",2,99
9781931859455,Aug,2025,77,116,33,226,$22.47,"$5,077.76",11,215
9780140446081,Aug,2025,34,34,13,81,$22.32,"$1,808.20",3,78
9780373210268,Aug,2025,71,105,34,210,$20.17,"$4,234.71",6,204
9780373210459,Aug,2025,61,68,20,149,$13.82,"$2,059.27",4,145
9780373210756,Aug,2025,31,38,14,83,$21.41,"$1,777.09",1,82
9781426834158,Aug,2025,73,100,35,208,$20.01,"$4,161.11",8,200
9780373210671,Aug,2025,51,51,21,123,$20.92,"$2,573.43",5,118
9780439922289,Aug,2025,72,70,14,156,$22.30,"$3,479.06",6,150
9780545518079,Aug,2025,109,106,40,255,$15.34,"$3,911.01",11,244
9780439922272,Aug,2025,85,95,22,202,$23.60,"$4,766.30",5,197
9781471607363,Aug,2025,99,125,43,267,$22.94,"$6,125.03",7,260
9781933617831,Aug,2025,25,31,10,66,$16.86,"$1,112.52",3,63
9781921529153,Aug,2025,89,101,32,222,$22.06,"$4,898.12",9,213
9781559362108,Aug,2025,28,30,9,67,$22.57,"$1,512.50",2,65
9781617521294,Aug,2025,28,31,8,67,$24.16,"$1,618.91",2,65
9780863566370,Aug,2025,51,84,16,151,$23.60,"$3,564.21",3,148
9780399171703,Aug,2025,62,79,17,158,$20.79,"$3,285.12",3,155
9780399544682,Aug,2025,60,63,16,139,$18.93,"$2,631.07",6,133
9781979014410,Aug,2025,31,47,16,94,$11.86,"$1,114.97",3,91
9780440413141,Aug,2025,28,43,9,80,$16.67,"$1,333.27",3,77
9781922147257,Aug,2025,27,39,15,81,$20.73,"$1,679.00",2,79
9780982223215,Aug,2025,86,110,39,235,$23.50,"$5,522.66",6,229
9780982223222,Aug,2025,106,107,45,258,$20.18,"$5,205.88",11,247
9780982223208,Aug,2025,74,98,23,195,$14.16,"$2,761.44",5,190
9781466490314,Aug,2025,81,94,17,192,$23.65,"$4,540.59",4,188
9780957453701,Aug,2025,41,70,25,136,$24.10,"$3,277.10",6,130
9780316762601,Aug,2025,61,59,16,136,$20.35,"$2,767.77",5,131
9780316737654,Aug,2025,62,66,22,150,$22.68,"$3,402.51",4,146
9780316737609,Aug,2025,62,81,28,171,$12.32,"$2,106.76",4,167
9780316737661,Aug,2025,45,57,18,120,$17.65,"$2,118.40",3,117
9780316796392,Aug,2025,111,93,24,228,$12.23,"$2,789.29",9,219
9780316780926,Aug,2025,56,104,19,179,$11.01,"$1,970.07",7,172
9780763630232,Aug,2025,38,40,12,90,$21.00,"$1,890.05",4,86
9780575004795,Aug,2025,73,86,28,187,$20.95,"$3,916.72",6,181
9780829423341,Aug,2025,67,94,27,188,$21.87,"$4,111.93",5,183
9780316161831,Aug,2025,54,54,20,128,$14.41,"$1,844.55",5,123
9780450004971,Aug,2025,24,33,8,65,$15.92,"$1,034.68",1,64
9780470601594,Aug,2025,82,97,35,214,$14.51,"$3,106.08",5,209
9781984806383,Aug,2025,28,37,10,75,$18.76,"$1,406.93",3,72
9780743291477,Aug,2025,44,52,15,111,$12.52,"$1,389.59",4,107
9781451640755,Aug,2025,92,108,31,231,$16.89,"$3,901.04",9,222
9781599900391,Aug,2025,74,123,28,225,$20.90,"$4,703.48",10,215
9781599900797,Aug,2025,36,57,15,108,$11.27,"$1,217.12",2,106
9781582349022,Aug,2025,93,84,34,211,$22.35,"$4,715.49",7,204
9781574091526,Aug,2025,46,72,12,130,$13.05,"$1,696.54",5,125
9780866119580,Aug,2025,93,98,38,229,$11.17,"$2,557.51",6,223
9781925530247,Aug,2025,48,60,16,124,$18.88,"$2,341.28",4,120
9780752863986,Aug,2025,74,97,23,194,$15.83,"$3,070.06",6,188
9780910818117,Aug,2025,83,121,37,241,$19.57,"$4,716.22",7,234
9781508647942,Aug,2025,45,63,19,127,$18.43,"$2,340.16",3,124
9781421523347,Aug,2025,86,106,30,222,$20.56,"$4,565.16",5,217
9781421523286,Aug,2025,31,42,10,83,$20.02,"$1,662.06",3,80
9781421593470,Aug,2025,76,109,27,212,$24.02,"$5,092.56",10,202
9781421518886,Aug,2025,34,50,13,97,$16.19,"$1,570.61",4,93
9781569319307,Aug,2025,29,33,9,71,$20.56,"$1,460.06",3,68
9780575077355,Aug,2025,45,69,22,136,$17.07,"$2,321.57",6,130
9781591169208,Aug,2025,66,80,15,161,$13.31,"$2,143.45",3,158
9781421513805,Aug,2025,74,102,27,203,$21.08,"$4,279.30",6,197
9781591169239,Aug,2025,92,91,39,222,$19.87,"$4,410.44",8,214
9781421501758,Aug,2025,46,68,16,130,$16.75,"$2,177.56",4,126
9781591169291,Aug,2025,81,111,32,224,$14.11,"$3,160.47",6,218
9781421503196,Aug,2025,60,85,19,164,$18.58,"$3,046.48",6,158
9780451529756,Aug,2025,101,83,35,219,$19.60,"$4,293.11",7,212
9780857209979,Aug,2025,29,48,11,88,$18.62,"$1,638.39",1,87
9780373621552,Aug,2025,111,108,40,259,$12.24,"$3,169.16",12,247
9780373621521,Aug,2025,75,88,19,182,$18.47,"$3,361.85",8,174
9780373621514,Aug,2025,21,31,10,62,$22.09,"$1,369.52",1,61
9780373621682,Aug,2025,66,93,24,183,$23.41,"$4,284.45",4,179
9780373621651,Aug,2025,72,85,36,193,$22.08,"$4,261.86",7,186
9780373621415,Aug,2025,57,53,22,132,$21.83,"$2,881.50",5,127
9780373621569,Aug,2025,52,65,23,140,$12.53,"$1,753.97",6,134
9780373621347,Aug,2025,53,65,24,142,$13.25,"$1,880.91",2,140
9780373621323,Aug,2025,46,48,16,110,$23.76,"$2,613.65",3,107
9780373621309,Aug,2025,29,27,12,68,$22.15,"$1,506.18",1,67
9780373621477,Aug,2025,92,108,27,227,$20.86,"$4,735.25",8,219
9780373621354,Aug,2025,40,46,15,101,$24.70,"$2,494.20",2,99
9780373621484,Aug,2025,38,60,18,116,$13.19,"$1,529.93",3,113
9780373621590,Aug,2025,53,74,24,151,$17.56,"$2,650.87",3,148
9780373621330,Aug,2025,22,33,14,69,$24.83,"$1,713.10",3,66
9780373621392,Aug,2025,89,115,21,225,$14.24,"$3,204.65",11,214
9780373621675,Aug,2025,77,112,35,224,$14.81,"$3,316.81",9,215
9780373621668,Aug,2025,31,38,12,81,$13.05,"$1,056.68",2,79
9780373621583,Aug,2025,46,45,16,107,$14.61,"$1,563.40",3,104
